Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q140,Q158,GMSI_1_1,GMSI_2_1,GMSI_3_1,GMSI_4_1,GMSI_5_1,GMSI_6_1,GMSI_7_1,GMSI_8_1,GMSI_9_1,GMSI_10_1,GMSI_11_1,GMSI_12_1,GMSI_13_1,GMSI_14_1,GMSI_15_1,GMSI_16_1,GMSI_17_1,GMSI_18_1,GMSI_19_1,GMSI_20_1,GMSI_21_1,GMSI_22_1,GMSI_23_1,GMSI_24_1,GMSI_25_1,GMSI_26_1,GMSI_27_1,GMSI_28_1,GMSI_29_1,GMSI_30_1,GMSI_31_1,Qcheck,GMSI_32,GMSI_33,GMSI_34,GMSI_35,GMSI_36,GMSI_37,GMSI_38,GMSI_39,PAS_1,PAS_2,PAS_3,PAS_4,PAS_5,PAS_6,PAS_7,PAS_8,PAS_9,PAS_10,PAS_11,PAS_12,PAS_13,PAS_14,PAS_15,PAS_16,PAS_17,PAS_18,PAS_19,PAS_20,PAS_21,PAS_22,PAS_23,PAS_24,PAS_25,PAS_26,PAS_27,PAS_28,PAS_29,PAS_30,PAS_31,PAS_32,PAS_33,PAS_34,PAS_35,PAS_36,PAS_37,PAS_38,PAS_39,PAS_40,PAS_41,PAS_42,PAS_43,PAS_44,PAS_45,PAS_46,PAS_47,PAS_48,PAS_49,PAS_50,PAS_51,PAS_52,PAS_53,PAS_54,PAS_55,PAS_56,catch,PAS_57,PAS_58,PAS_59,PAS_60,PAS_61,catch,PROLIFIC_PID
IP Address,24.253.188.57,100,615,TRUE,8/1/23 16:40,R_z1dTgDVGfMoIael,,,,,41.886,-71.3457,anonymous,EN,I agree,631c8e97db06f601f81bd82f,5,4,5,5,6,5,6,7,4,5,6,2,5,5,4,5,5,4,4,5,5,6,3,6,4,5,4,7,7,7,5,2,3,1.5,2,0.5,1,2,30-60 minutes,piano,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,631c8e97db06f601f81bd82f
IP Address,70.106.186.25,100,684,TRUE,8/1/23 16:41,R_3MgRcDDNTJnwpLf,,,,,38.3,-77.4739,anonymous,EN,I agree,6348801ddd19d0c7bfddac73,1,1,1,1,1,5,1,4,1,3,5,1,4,7,1,6,6,1,1,6,6,4,6,1,6,4,7,4,1,4,6,2,0,0,0,0,0,0,15-30 minutes,none,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,6348801ddd19d0c7bfddac73
IP Address,75.115.234.76,100,487,TRUE,8/1/23 16:41,R_rlL1qJi7YP0Tpnz,,,,,27.7728,-82.6379,anonymous,EN,I agree,5b129b48444cef0001cad497,6,7,2,1,7,7,1,7,1,3,1,7,1,7,4,7,3,7,4,6,4,7,1,5,6,7,7,7,6,5,7,2,0,0,3,0,0,0,2 hours,voice,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,5b129b48444cef0001cad497
IP Address,98.160.214.109,100,787,TRUE,8/1/23 16:42,R_3FbIkael2cZ8Zep,,,,,36.0409,-115.0829,anonymous,EN,I agree,605e6f4f35800996a22ac0ab,4,7,1,2,7,6,7,7,2,4,2,6,1,7,6,7,2,7,7,2,7,7,3,7,7,2,7,1,1,4,7,2,5-Apr,0,6-Apr,0,0,0,30-60 minutes,voice,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,605e6f4f35800996a22ac0ab
IP Address,98.36.187.124,100,1037,TRUE,8/1/23 16:46,R_2wnMMIZPJ6NntNy,,,,,38.4063,-121.4287,anonymous,EN,I agree,5e06ecd524f9390991997bb7,4,5,1,2,7,6,4,4,3,6,1,6,2,5,4,7,2,7,5,4,6,7,1,6,2,5,7,6,2,4,5,2,0,0,2,0,0,0,30-60 minutes,voice,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,5e06ecd524f9390991997bb7
IP Address,47.14.128.62,100,859,TRUE,8/1/23 16:46,R_cAaTrJIUuMvDO6d,,,,,42.1753,-71.6017,anonymous,EN,I agree,5cab7cc86d3a6e001519d9e9,1,4,1,1,6,7,6,2,3,4,1,4,3,3,1,5,3,6,3,5,7,7,3,1,7,4,6,2,2,4,7,2,0,0.5,0,0,0,1,30-60 minutes,Keyboard,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,5cab7cc86d3a6e001519d9e9
IP Address,50.159.181.240,100,1107,TRUE,8/1/23 16:48,R_3PtqL7ox0MVCxIa,,,,,35.9726,-114.8356,anonymous,EN,I agree,5c25e498867f660001ae0ea6,4,6,4,7,7,7,7,5,1,2,1,6,1,2,6,7,5,7,6,7,4,7,1,7,2,7,6,7,7,10,7,2,0,0,1,0,0,0,4 hours or more,triangle,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5c25e498867f660001ae0ea6
IP Address,107.216.45.214,100,491,TRUE,8/1/23 16:49,R_3jW07wMIqQt4E7k,,,,,30.2423,-97.7672,anonymous,EN,I agree,6443231fbc6350e4ee5f2f25,4,6,6,5,6,7,5,6,1,4,3,7,2,2,6,7,2,7,5,7,5,5,5,6,7,7,6,7,6,7,7,2,2,2,6-Apr,0,0,1,60-90 minutes,piano,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,6443231fbc6350e4ee5f2f25
IP Address,71.80.205.190,100,1031,TRUE,8/1/23 16:49,R_sR4ONfMAIcoInXX,,,,,43.2294,-123.2392,anonymous,EN,I agree,590f89c75cad260001603033,2,3,1,1,6,7,5,6,2,6,2,5,1,1,2,6,1,6,5,5,6,7,1,1,1,6,4,5,5,4,7,2,3,1,0,3,5-Mar,0,15-30 minutes,voice,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,590f89c75cad260001603033
IP Address,24.3.34.74,100,344,TRUE,8/1/23 16:50,R_2AMP2xmAsBt7iDG,,,,,40.3052,-79.5418,anonymous,EN,I agree,5c79bc94d454af00160e2eee,3,7,4,1,2,5,2,1,7,1,5,1,2,7,4,7,2,4,1,5,5,3,7,2,7,3,7,2,2,4,7,2,0,0,2,0,0,0,15-30 minutes,Voice (but Im bad at all of them),TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5c79bc94d454af00160e2eee
IP Address,99.46.235.74,100,813,TRUE,8/1/23 16:50,R_BFnjVIkXyvixwIx,,,,,38.6142,-90.291,anonymous,EN,I agree,628feaaa86e683cdbebf98a0,2,3,2,1,7,5,2,4,2,2,6,4,6,6,5,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,7,2,0,0,2,0,0,0,2 hours,triangle,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,628feaaa86e683cdbebf98a0
IP Address,216.137.197.170,100,814,TRUE,8/1/23 16:52,R_300gXhE625jJzU8,,,,,61.5883,-149.3959,anonymous,EN,I agree,644a9d92849b27eb99202a91,3,4,3,2,5,6,2,5,2,3,3,5,2,6,4,6,5,5,4,5,5,6,2,5,7,6,7,3,3,4,7,2,1,0.5,1,0.5,2,0,15-30 minutes,voice,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,644a9d92849b27eb99202a91
IP Address,67.173.4.174,100,346,TRUE,8/1/23 16:52,R_1hDTLLpMVz43nCj,,,,,41.8482,-87.6521,anonymous,EN,I agree,63d863bee06a7b1b3a8ba7f7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,0,0,0,0,0,0,0-15 minutes,Air guitar,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,63d863bee06a7b1b3a8ba7f7
IP Address,99.1.247.130,100,1239,TRUE,8/1/23 16:54,R_PzcW77kZMDeSg5X,,,,,34.2503,-85.1443,anonymous,EN,I agree,604b93f6432ad99bcb4798e8,1,5,4,1,3,5,4,5,3,3,3,5,4,6,5,7,5,4,2,2,6,6,6,6,7,3,7,5,4,4,4,2,0,1.5,0,0,0,1,2 hours,ocarina,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,604b93f6432ad99bcb4798e8
